,exports,govtexp,pc,privateinvest,realgdp,years
59,0.00926790693078,0.053511626782,0.0449480421386,0.0316999958299,0.0419136277789,1961.0
60,0.0357672238586,0.0208489376482,0.041068989169,0.0305849082358,0.0351285218078,1962.0
61,0.054694658211,0.01696988882,0.0384363327783,0.0543940720658,0.0373635943033,1962.0
62,0.0570079813462,0.0375618906715,0.0438932880263,0.0675262371493,0.0472393292352,1962.0
63,0.127980962094,0.0207470963413,0.038122969019,0.109528967064,0.0504884064796,1962.0
64,0.164139237711,0.0373842962629,0.0509173563454,0.095027611035,0.0607863006902,1963.0
65,0.0700675626167,0.0454662895342,0.0588064062856,0.0754348225907,0.0596782529528,1963.0
66,0.117309304064,0.00336870791876,0.0634431340207,0.0683838580698,0.0538268520738,1963.0
67,0.0981102700577,0.0129514655847,0.0579675257282,0.0656796154439,0.0502329271117,1963.0
68,-0.0762273653879,0.00879498269604,0.0605060841402,0.119906383621,0.0532314046912,1964.0
69,0.0794641713542,0.0117997937997,0.0540909075689,0.12630482006,0.0549675177494,1964.0
70,0.0284025071176,0.0430324301503,0.0529734271622,0.137441648049,0.0615907790755,1964.0
71,0.0682567654544,0.062275660022,0.0778436515666,0.134375808972,0.0813563861821,1964.0
72,0.165402556625,0.081848060159,0.0704402242906,0.120308019344,0.0813783128585,1965.0
73,0.0354743881937,0.0886323586617,0.0619504382084,0.102626011075,0.071898859626,1965.0
74,0.0565850897733,0.082956295022,0.0561892905876,0.0610945748844,0.058887568814,1965.0
75,0.0190611625323,0.0811727542715,0.0326070073458,0.0603639222712,0.0441272611178,1965.0
76,0.0557588334855,0.103667850394,0.0237406941972,-0.0413635442207,0.028852214781,1966.0
77,0.00401338331346,0.0809910577912,0.0347734431143,-0.063220403773,0.0256454308288,1966.0
78,0.0179438907016,0.06534428937,0.0285527237341,-0.0269328823596,0.0271394322019,1966.0
79,0.0140611623719,0.0559675758597,0.030506164002,-0.0113627653802,0.026616665429,1966.0
80,0.0228842938336,0.0326138296457,0.0482127176443,0.033295523459,0.0375973043867,1967.0
81,0.0520273373287,0.0418045196888,0.0497904433362,0.107687257608,0.0534578823112,1967.0
82,0.133616888286,0.0337927645708,0.0633007034878,0.0511136805568,0.0520339558767,1967.0
83,0.0926470623848,0.0269184279207,0.0617429648953,0.0404843847939,0.0484741830997,1967.0
84,-0.0633756551883,0.0117771138134,0.0493810439924,0.0778925973489,0.0437873525493,1968.0
85,0.119330914668,0.0033613477027,0.0406275434462,0.0344270886344,0.0302618772245,1968.0
86,0.0381613666249,0.00254760127062,0.0268537131089,0.082193189738,0.0293098942213,1968.0
87,0.0842297340278,-0.011535086922,0.0303015900837,0.0220412997102,0.0205035408885,1968.0
88,0.219832290011,-0.0187741872981,0.0253329313487,-0.0655594502717,0.00329833148244,1969.0
89,0.0605584514277,-0.027074642002,0.0235518765453,-0.0574320490859,0.00184672259316,1969.0
90,0.0812826334369,-0.0250860612567,0.0274874151032,-0.0614206789191,0.0044452476473,1969.0
91,0.0573750415661,-0.0113951627083,0.016789081895,-0.0665774825251,-0.00152804630849,1969.0
92,0.0532813666129,-0.0212202244271,0.0296029273014,0.0739742018372,0.0266643336134,1970.0
93,0.0079093478498,-0.012070906191,0.0341190994982,0.0998245819183,0.0305955598967,1970.0
94,0.0517445998626,-0.0166849382752,0.0332965737161,0.0957203489669,0.0295759452456,1970.0
95,-0.0451932740923,-0.024030602835,0.0525248997983,0.122928156707,0.0428224136032,1970.0
96,0.0540672212703,-0.0047462921515,0.0466884139985,0.0766682153654,0.0341814565099,1971.0
97,0.0264332570682,0.00362268753449,0.0564832344466,0.103729670796,0.051393044652,1971.0
98,0.0448682602697,-0.0162582319268,0.0638449859957,0.105831243244,0.0527473387932,1971.0
99,0.173384288111,-0.00175889164845,0.0705420584738,0.139503998728,0.0663072996171,1971.0
100,0.141444391382,0.0016078859768,0.0755122282895,0.132432531666,0.0728635093874,1972.0
101,0.218323770667,-0.00943238434303,0.0561800791399,0.119137132004,0.0612324054871,1972.0
102,0.162518929498,-0.00205987926655,0.0444152947864,0.0679995286245,0.0466176887705,1972.0
103,0.169436180967,-0.00303254931088,0.0183160260854,0.0967286634983,0.0394316317043,1972.0
104,0.110862592812,0.00751569299724,-0.00856164487422,-0.0189051338069,0.00676085001745,1973.0
105,0.111182351625,0.018845521401,-0.0046328897894,-0.0647927872736,-0.0018762421809,1973.0
106,0.0526857670703,0.032941193068,-0.00407926841186,-0.081064419129,-0.00615352339297,1973.0
107,0.0303927990297,0.0306731978658,-0.0159210332018,-0.109986562879,-0.0194468030872,1973.0
108,0.025144181801,0.0230950816538,0.00117182231759,-0.226908800913,-0.0232703274896,1974.0
109,-0.0521069167954,0.0100076234506,0.0142188129354,-0.252984582642,-0.0182270827139,1974.0
110,-0.0137015257582,0.0244660521544,0.0243170388534,-0.12502472507,0.00790737539286,1974.0
111,0.0154167370016,0.0293612695374,0.0496189183832,-0.103710803983,0.0252879411902,1974.0
112,0.00150375968187,0.0203856050274,0.0610961445876,0.164198672605,0.0597928951797,1975.0
113,0.0413799783532,0.0170412563202,0.05367695916,0.233100576526,0.0596491217954,1975.0
114,0.0867814201876,-0.00376673614126,0.0500359887746,0.16185204051,0.0483210134554,1975.0
115,0.0420153120843,-0.0127185595569,0.0524811781146,0.141909658271,0.0424223440289,1975.0
116,0.0325231917056,-0.00612559342668,0.0440451344033,0.0949938142096,0.0316552526387,1976.0
117,0.0489849423443,0.0137180016298,0.0404053810442,0.125533231898,0.0435527617842,1976.0
118,0.0281507988629,0.0210056734852,0.0393506747296,0.171365605954,0.0560134105983,1976.0
119,-0.0144146640022,0.0184887629322,0.0413216646063,0.138534746881,0.0486364755381,1976.0
120,0.0247813004535,0.0110256164742,0.0357128658595,0.112523761663,0.0405515758387,1977.0
121,0.0974325718285,0.0274633221821,0.0513255545334,0.106116016685,0.0592607929298,1977.0
122,0.100535118415,0.033100562279,0.0460066561703,0.0855958822442,0.0514486598769,1977.0
123,0.171983976136,0.0443051086523,0.0390259547767,0.133834010269,0.064676634294,1977.0
124,0.149935656955,0.0344100424925,0.0383294546534,0.116148082517,0.0631694395856,1978.0
125,0.0534753001307,0.0184251809594,0.016639824724,0.0523441439209,0.0262386462351,1978.0
126,0.0779138758914,0.0118675040276,0.0222331978835,0.00658235432266,0.0236784209476,1978.0
127,0.0999670237894,0.00931996670615,0.0169366250892,-0.0341624235108,0.0129371513915,1978.0
128,0.126599022228,0.033450453286,0.0103389777952,-0.0426865854805,0.014184634992,1979.0
129,0.142511957329,0.0267397277205,-0.0118245901363,-0.130627214032,-0.00751168461075,1979.0
130,0.105095930394,0.0105429279036,-0.0108787788404,-0.18185011489,-0.0161930500216,1979.0
131,0.0379861188161,0.00400350841255,-0.000396982934948,-0.074734342359,-0.000415221726676,1979.0
132,0.0291643151285,0.0016034539359,0.00638948160547,0.0209023364166,0.0168385359289,1980.0
133,0.0159793838838,0.00122933201295,0.0289577631787,0.067283973693,0.0300024814824,1980.0
134,-0.00344599413239,0.0122228914304,0.0222554658225,0.190017592656,0.0429322856765,1980.0
135,0.00742708984362,0.0235072674598,0.00156220972817,0.0644541721012,0.0128227458619,1980.0
136,-0.0556071806059,0.00944502574921,0.00290877026153,-0.128062611813,-0.0245155557641,1981.0
137,-0.0552951636102,0.0128175582925,0.00676700787205,-0.0868844852038,-0.0117733751605,1981.0
138,-0.0789811364486,0.022982510531,0.0104459392762,-0.150952951041,-0.0267854823502,1981.0
139,-0.130515708795,0.027604964214,0.0360623018732,-0.195097893069,-0.0140694464997,1981.0
140,-0.0703750417139,0.0381471959191,0.0391487596731,-0.0570414479354,0.0158125440973,1982.0
141,-0.0731999274493,0.0416924991405,0.0550580254508,0.0292016825333,0.0329523337359,1982.0
142,-0.0130153681121,0.0516759126763,0.064757523219,0.0995258612798,0.0559380988747,1982.0
143,0.0539245780919,0.0189205949808,0.0623088558075,0.272866986667,0.0753843372046,1982.0
144,0.0587050009628,0.0210472885688,0.0610812046914,0.330883895471,0.0820356547514,1983.0
145,0.0803154473452,0.033181924144,0.0556369710796,0.277879893517,0.0768834223484,1983.0
146,0.0872054387019,0.0251489618185,0.045896687697,0.238482383205,0.0672907434164,1983.0
147,0.0871064747026,0.0609669586107,0.0433957606753,0.132555401917,0.0548149017112,1983.0
148,0.0691046595369,0.0613114106322,0.0518086484433,0.0124642497632,0.0450312560659,1984.0
149,0.0421845781893,0.062122967467,0.0470018979183,-0.00258799316289,0.0367376948396,1984.0
150,0.00585263708374,0.0770933222834,0.0583729046531,-0.0308296380841,0.0423869703287,1984.0
151,0.0153110555604,0.0614875957811,0.0478005549843,0.0184547690799,0.0419160415869,1984.0
152,0.0436349358969,0.0578195708888,0.0393654508409,0.0460127511575,0.0412551291663,1985.0
153,0.0566644647067,0.0549407854396,0.0411394908757,0.011422806386,0.036715350144,1985.0
154,0.0938623031035,0.0543010637105,0.0400637639407,-0.00899844450345,0.0313003730957,1985.0
155,0.100843504687,0.0451590584917,0.0438749520318,-0.042143954991,0.0289949458722,1985.0
156,0.0706062177,0.0431318885005,0.0356014638399,-0.0153023233644,0.0267331546194,1986.0
157,0.100283419742,0.0320661847009,0.0382568934444,0.00289929426253,0.0333144078067,1986.0
158,0.120007611425,0.0118217912494,0.0318295241199,0.0303380944027,0.0323135123167,1986.0
159,0.120082807985,0.0297284458351,0.0275543233835,0.0931604118678,0.0435253087433,1986.0
160,0.173440918855,0.0166391575634,0.0450289862943,0.0173976181007,0.0421629337085,1987.0
161,0.160673652602,0.0111835342513,0.0385611890735,0.0404677083351,0.0441338814315,1987.0
162,0.137832474524,0.00953029931829,0.0355469410878,0.04584257309,0.0408671025982,1987.0
163,0.131205750087,0.0161156203673,0.044824281003,-0.00495406526602,0.0376532328662,1987.0
164,0.106592151249,0.0183998708295,0.0317990936543,0.0775407396162,0.0420793428987,1988.0
165,0.121855501536,0.0310084071096,0.0291875030499,0.0443059829787,0.0367847416224,1988.0
166,0.112481953674,0.0386678196633,0.0305741943209,0.0298027344296,0.0384587321198,1988.0
167,0.0974152360038,0.0253942109335,0.0235894871869,0.00742192465649,0.027411215041,1988.0
168,0.11058685562,0.0455190511027,0.0275374136807,-0.0161678063885,0.0282708345407,1989.0
169,0.0800945412876,0.0317428892076,0.0259666780424,-0.00619925868111,0.024297164331,1989.0
170,0.0774611661778,0.0228271524184,0.0200977948164,-0.0169556300882,0.0171092108615,1989.0
171,0.0713229951188,0.026552434014,0.00811244652524,-0.0669107370867,0.00644233430577,1989.0
172,0.0348089903744,0.0158498952736,-0.0038953959699,-0.110535738822,-0.00915083830287,1990.0
173,0.0581427423743,0.0169631779315,0.00133798125661,-0.110762710716,-0.00528017926834,1990.0
174,0.0740418324004,0.0138235587524,0.00215583429244,-0.0713697650774,-0.000734917521887,1990.0
175,0.0875339062982,0.000936977201846,0.00948424800139,0.0207806241136,0.0121627493854,1990.0
176,0.0993519269798,0.00376865373219,0.0315374486891,0.0361006386674,0.0286200782324,1991.0
177,0.0640707621075,-0.00106288761114,0.0300164634641,0.0911285201152,0.0318455803737,1991.0
178,0.0615514762234,0.00778902858075,0.0359386005376,0.0795252432377,0.036733579713,1991.0
179,0.0444091060442,0.00941016309653,0.0480384980173,0.0747382005432,0.0423557983434,1991.0
180,0.0287672482943,-0.0097388207187,0.0332205917022,0.116528726753,0.032471540695,1992.0
181,0.0401887956058,-0.0073380952349,0.0353244274551,0.0670590234654,0.027440289655,1992.0
182,0.0165712732318,-0.0103246735257,0.0355396826829,0.0522046483684,0.0226236459735,1992.0
183,0.0432911249648,-0.00598207167755,0.0325146456591,0.0732079491783,0.0259196042247,1992.0
184,0.0507246469169,-0.00704054568627,0.0401393311486,0.08782889969,0.0338124145233,1993.0
185,0.0721515699854,-0.00232381567683,0.0389176807347,0.130043973397,0.0414593373916,1993.0
186,0.111504623778,0.0122184883658,0.0356577405196,0.120274072989,0.0424804444871,1993.0
187,0.102532023158,0.000977300064459,0.0375470184665,0.109409757032,0.0405008158956,1993.0
188,0.111874536182,0.0154951860004,0.0287825898906,0.0823272571501,0.0341548996916,1994.0
189,0.0924999154584,0.0148769313489,0.0299960815221,0.0134871757676,0.0240669500875,1994.0
190,0.0981621740963,-0.00454235527771,0.0314011153035,0.0241007427714,0.0267132543111,1994.0
191,0.0894995882089,-0.0044945895925,0.0277021773574,0.00846104656634,0.0224956249426,1994.0
192,0.0824534839577,-0.00444089902951,0.0342962235587,0.0128446196321,0.0256233556846,1995.0
193,0.084663442046,0.00623985853761,0.0361648981985,0.0811576381059,0.0394501922519,1995.0
194,0.0504009027727,0.0100273511481,0.033044007843,0.132115697818,0.040129018789,1995.0
195,0.096677023475,0.0263219421813,0.0338712775434,0.107152487976,0.0435743019548,1995.0
196,0.103537246472,0.0239671989751,0.0351301061505,0.11340053342,0.0446185412989,1996.0
197,0.126592259628,0.018446303293,0.0288523029448,0.119826345196,0.0422865321374,1996.0
198,0.141368981729,0.018985443034,0.039812149479,0.0925183031295,0.0457258241451,1996.0
199,0.0795690405934,0.0132057848698,0.0437886169581,0.106924748343,0.0429417118591,1996.0
200,0.0653110657669,0.00766187762217,0.0435630541784,0.129094363283,0.0451976249671,1997.0
201,0.0151340605842,0.0173517025828,0.0565480085744,0.0685530584713,0.0398710864408,1997.0
202,-0.0124081038498,0.0248496864102,0.0526422799321,0.077208749832,0.0402263479024,1997.0
203,0.0252622854338,0.0324371001113,0.0554248617041,0.0909583360808,0.048780394195,1997.0
204,-0.0039870694735,0.041846049557,0.054637618266,0.0755129341181,0.0468905308942,1998.0
205,0.0171959564328,0.0273898356757,0.0518278198047,0.0831630492465,0.0454477937354,1998.0
206,0.0507856653412,0.029994616416,0.0500602656124,0.0815300506612,0.0449562273197,1998.0
207,0.0394039258721,0.0355921060561,0.0500462936402,0.082634211382,0.0458783866401,1998.0
208,0.0791681995286,0.023743019174,0.055674850433,0.0454715227472,0.0408250287264,1999.0
209,0.0977120418027,0.030256859424,0.0505285967261,0.102637433004,0.0513246418586,1999.0
210,0.0930335046301,0.0164873229827,0.0489162179288,0.0652822920904,0.0400202268224,1999.0
211,0.0593257325516,0.00491440747755,0.0432043022243,0.0369924412095,0.028478963057,1999.0
212,0.0285421808741,0.0279161980823,0.0323095349455,-0.00109335035273,0.0227347967493,2000.0
213,-0.0337998702216,0.0352784095213,0.0253276453723,-0.0627226140108,0.00931128974698,2000.0
214,-0.10782692828,0.0366617454438,0.0192859889877,-0.0680505217458,0.00493714854554,2000.0
215,-0.130855633503,0.0480117102155,0.0255860473175,-0.11896820087,0.00204848680633,2000.0
216,-0.0949196622042,0.047923920218,0.0243659643996,-0.0367680283505,0.0140584119836,2001.0
217,-0.0342996182149,0.0379770950579,0.0268868693808,-0.0231907327645,0.0142718400441,2001.0
218,0.0226172580992,0.0463903673495,0.0302154851263,-0.00537973143616,0.022298677365,2001.0
219,0.0407504356094,0.039002988145,0.0204158836384,0.0431569409597,0.0201570560351,2001.0
220,0.014531471715,0.0211134593046,0.021802674839,0.016523348259,0.016160639484,2002.0
221,-0.0136582460808,0.0271774741509,0.027784680236,0.0117958563568,0.0198969132625,2002.0
222,0.0054910380841,0.0194577098817,0.0354557443123,0.0466773349147,0.0316493170353,2002.0
223,0.0621741997783,0.0178155850791,0.0378257182248,0.0830897664743,0.0426370695081,2002.0
224,0.0978513975047,0.0237597646042,0.0431199547685,0.0752395996662,0.0432011376797,2003.0
225,0.111903670653,0.0138684561378,0.0385241069511,0.105142839945,0.0412668435153,2003.0
226,0.0913965808254,0.0177046417112,0.0333980354434,0.0856733735631,0.0337051079056,2003.0
227,0.0722906342548,0.00782915787454,0.0358688010562,0.0709772811417,0.030694826904,2003.0
228,0.0578283723189,0.0072040254499,0.0338092031876,0.0984866652254,0.0355633458187,2004.0
229,0.0633004183717,0.00319784240678,0.0381468012264,0.050523275099,0.0334692937465,2004.0
230,0.0586779244744,0.00717102177489,0.0363537339336,0.0456085046574,0.0327879569529,2004.0
231,0.0625613031099,0.00798032219414,0.0299087122259,0.0551921150418,0.0298710944494,2004.0
232,0.0839137754606,0.0139038163311,0.0334437388366,0.0402393296832,0.0312119508912,2005.0
233,0.0841217530833,0.0159074267594,0.0279401354823,0.046497551627,0.0289913671674,2005.0
234,0.0809569781606,0.0102952900103,0.0260423607728,0.0258857643534,0.0215136488308,2005.0
235,0.0967131223697,0.0204210040458,0.0324266512345,-0.027628317324,0.023617217155,2005.0
236,0.076343986482,0.0101810439746,0.0265229873964,-0.0500076473765,0.0122917224956,2006.0
237,0.0753036915261,0.0148674568868,0.0246003438389,-0.0298342692897,0.0169296867034,2006.0
238,0.107724819791,0.0198682032167,0.0232186566928,-0.0258105198086,0.0227421780063,2006.0
239,0.0943727734399,0.0173965168874,0.0143257762125,-0.0219438591417,0.018506891663,2006.0
240,0.0903910596872,0.023755551769,0.00701190303417,-0.046944228253,0.011041627602,2007.0
241,0.102447320552,0.0231224174209,0.00530283545827,-0.0785669959353,0.0083685866272,2007.0
242,0.0585883068416,0.0296781648454,-0.00638629669364,-0.100560763319,-0.00314447746702,2007.0
243,-0.0280593735595,0.0321663690887,-0.0197437109814,-0.173607903862,-0.028058440867,2007.0
244,-0.123951686106,0.0295390688398,-0.0211138931498,-0.261764642886,-0.0351656798651,2008.0
245,-0.150822889735,0.0398669167299,-0.0273096738562,-0.306159039957,-0.0414671094683,2008.0
246,-0.102966388606,0.031589130515,-0.0140105960481,-0.286656445551,-0.0333954929662,2008.0
247,0.00817402600163,0.0230853366489,-0.0020152415742,-0.1162773205,-0.00241080652085,2008.0
248,0.106714382847,0.0143027516566,0.0067683694155,0.0380747656004,0.0158596551221,2009.0
249,0.127136753717,0.00328915842629,0.0193898464433,0.150841565748,0.0268249680617,2009.0
250,0.120589473499,-0.0030563845879,0.019790901356,0.191541770389,0.0302949863983,2009.0
251,0.0960715621009,-0.0114272159415,0.0300857901128,0.105304092236,0.0269411054892,2009.0
252,0.0863720984254,-0.023654018439,0.0297417475947,0.0546187738,0.0187551493747,2010.0
253,0.0784176470367,-0.0317923165059,0.0236519048152,0.0421343740335,0.0163915492578,2010.0
254,0.0610205182407,-0.037257119469,0.0215389766165,0.0128646909124,0.0117590903174,2010.0
255,0.0407744925824,-0.030813373683,0.0147149787631,0.09152160364,0.0166818231879,2010.0
256,0.0388117058991,-0.0182249600451,0.0165499999204,0.126965597766,0.0261121138775,2011.0
257,0.0354359603355,-0.01814298831,0.0176692449911,0.103184236235,0.0228920216353,2011.0
258,0.0301592567152,-0.00523104941755,0.0181379836335,0.104425118961,0.0269420349442,2011.0
259,0.0239630533344,-0.0167940293745,0.0195616054536,0.0210929037206,0.0158963639931,2011.0
